Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-26 00:00:00+03:00,1507.9934900094079,1516.8121653895798,1500.056682167253,1515.9302978515625,1179674,0.0,0.0
2020-07-27 00:00:00+03:00,1529.1583607692696,1529.1583607692696,1500.0567310660483,1500.9385986328125,4402808,0.0,0.0
2020-07-28 00:00:00+03:00,1509.7573746312685,1512.4029775073745,1493.8837573746312,1494.765625,4279848,0.0,0.0
2020-07-29 00:00:00+03:00,1512.4028133338604,1512.4028133338604,1490.3561250928421,1502.7022705078125,7013268,0.0,0.0
2020-08-02 00:00:00+03:00,1503.5842375791838,1520.3397217516206,1493.001826522908,1496.529296875,1812297,0.0,0.0
2020-08-03 00:00:00+03:00,1493.0017461393038,1515.048434652879,1485.9468058149598,1512.40283203125,4507002,0.0,0.0
2020-08-04 00:00:00+03:00,1512.4028030531342,1515.0484056240728,1470.0731619181195,1485.94677734375,4263986,0.0,0.0
2020-08-05 00:00:00+03:00,1484.1832640583098,1497.411278889489,1477.1283228150141,1479.77392578125,3678934,0.0,0.0
2020-08-06 00:00:00+03:00,1476.2462329013213,1484.183040605092,1461.2544850164213,1462.1363525390625,9716254,0.0,0.0
2020-08-09 00:00:00+03:00,1463.0184403284231,1485.0651317137217,1463.0184403284231,1479.77392578125,1118220,0.0,0.0
2020-08-10 00:00:00+03:00,1488.592562241152,1488.592562241152,1463.9002685546875,1463.9002685546875,3244649,0.0,0.0
2020-08-11 00:00:00+03:00,1470.0731975010463,1503.5841642107282,1465.6638597760882,1481.5374755859375,4142935,0.0,0.0
2020-08-12 00:00:00+03:00,1479.7737287928574,1529.1583109218204,1469.1913183366512,1515.9302978515625,4797852,0.0,0.0
2020-08-13 00:00:00+03:00,1501.8203927693805,1531.8038885733495,1482.4193072491653,1485.94677734375,4599259,0.0,0.0
2020-08-16 00:00:00+03:00,1507.9935664998466,1528.276520903061,1500.938625837859,1527.3946533203125,1672279,0.0,0.0
2020-08-17 00:00:00+03:00,1529.158315301567,1529.158315301567,1512.40283203125,1512.40283203125,1841908,0.0,0.0
2020-08-18 00:00:00+03:00,1515.930388268759,1532.6858724904614,1507.9935799532159,1516.812255859375,3525963,0.0,0.0
2020-08-19 00:00:00+03:00,1514.1666025489267,1524.7490132831067,1484.18310546875,1484.18310546875,3009959,0.0,0.0
2020-08-20 00:00:00+03:00,1468.3096752604954,1480.6558226801033,1458.609130859375,1458.609130859375,2946442,0.0,0.0
2020-08-23 00:00:00+03:00,1464.7820371157163,1493.8836669921875,1464.7820371157163,1493.8836669921875,1786223,0.0,0.0
2020-08-24 00:00:00+03:00,1503.5842559651064,1514.1666671507846,1478.891963198524,1482.41943359375,3498384,0.0,0.0
2020-08-25 00:00:00+03:00,1491.2381095818153,1504.4661235639128,1480.655698396137,1482.41943359375,3089871,0.0,0.0
2020-08-26 00:00:00+03:00,1481.537321571992,1516.8120197046583,1478.8917192120418,1509.757080078125,2652360,0.0,0.0
2020-08-27 00:00:00+03:00,1509.757164437929,1547.6774670493958,1506.2296944275602,1541.50439453125,6779060,0.0,0.0
2020-08-30 00:00:00+03:00,1552.0867442494373,1567.0784912109375,1551.2048767811136,1567.0784912109375,1613752,0.0,0.0
2020-08-31 00:00:00+03:00,1567.0787085244822,1576.7792520212572,1510.6391827250636,1516.812255859375,6168013,0.0,0.0
2020-09-01 00:00:00+03:00,1525.6307057821978,1537.094982762064,1516.8120311823006,1526.5125732421875,4461727,0.0,0.0
2020-09-02 00:00:00+03:00,1533.567804161134,1541.5046128083166,1515.048583984375,1515.048583984375,3266695,0.0,0.0
2020-09-03 00:00:00+03:00,1512.4027000996882,1520.339507272223,1440.971435546875,1440.971435546875,20704980,0.0,0.0
2020-09-06 00:00:00+03:00,1424.2162653404896,1466.5459128552534,1416.2794564314713,1455.9635009765625,2972477,0.0,0.0
2020-09-07 00:00:00+03:00,1434.7984407907845,1463.0182011505294,1434.7984407907845,1452.435791015625,2525129,0.0,0.0
2020-09-08 00:00:00+03:00,1461.2546026853975,1472.7188814029053,1433.0348396884556,1441.853515625,3453402,0.0,0.0
2020-09-09 00:00:00+03:00,1435.6803927283654,1453.3177439903848,1423.334246844952,1433.0347900390625,3357391,0.0,0.0
2020-09-10 00:00:00+03:00,1422.452291580842,1426.86162912449,1404.81494140625,1404.81494140625,6017750,0.0,0.0
2020-09-13 00:00:00+03:00,1394.2325333206743,1432.1528362509646,1381.8863881805796,1428.6253662109375,2476999,0.0,0.0
2020-09-14 00:00:00+03:00,1446.2628535932722,1459.4908674980886,1433.0348396884556,1441.853515625,4833846,0.0,0.0
2020-09-15 00:00:00+03:00,1446.2629219181629,1458.6090688125862,1436.5623779296875,1436.5623779296875,3383735,0.0,0.0
2020-09-16 00:00:00+03:00,1436.5622230382241,1450.672103681939,1413.6336669921875,1413.6336669921875,3398674,0.0,0.0
2020-09-17 00:00:00+03:00,1395.1145514866814,1416.279374012396,1389.823345855253,1403.9332275390625,6276687,0.0,0.0
2020-09-21 00:00:00+03:00,1394.2324614779639,1405.6967385173148,1386.295654296875,1386.295654296875,4260860,0.0,0.0
2020-09-22 00:00:00+03:00,1391.5871923828126,1399.5240014648439,1366.8948974609375,1366.8948974609375,3404833,0.0,0.0
2020-09-23 00:00:00+03:00,1370.4222416992188,1385.4139908040365,1322.8013916015625,1322.8013916015625,7177743,0.0,0.0
2020-09-24 00:00:00+03:00,1322.801491596199,1338.6751094953534,1291.9361234589542,1316.62841796875,12913435,0.0,0.0
2020-09-29 00:00:00+03:00,1335.1475379231772,1337.7931407063802,1312.21898046875,1322.8013916015625,5917428,0.0,0.0
2020-09-30 00:00:00+03:00,1321.9195149469756,1336.0293963606857,1310.4552362983359,1329.8563232421875,5865558,0.0,0.0
2020-10-01 00:00:00+03:00,1329.8563900655045,1353.666816147579,1318.392110840802,1348.3756103515625,6000811,0.0,0.0
2020-10-04 00:00:00+03:00,1344.8482055664062,1382.768515625,1344.8482055664062,1366.8948974609375,2261957,0.0,0.0
2020-10-05 00:00:00+03:00,1367.7766865958663,1405.6969944769896,1367.7766865958663,1403.0513916015625,3928300,0.0,0.0
2020-10-06 00:00:00+03:00,1408.342565565253,1418.043109222872,1398.642021907634,1403.9332275390625,4442027,0.0,0.0
2020-10-07 00:00:00+03:00,1406.5786680260871,1419.8066805780568,1406.5786680260871,1411.869873046875,2657212,0.0,0.0
2020-10-08 00:00:00+03:00,1424.2161778041295,1426.8617806111959,1407.460693359375,1407.460693359375,3985974,0.0,0.0
2020-10-11 00:00:00+03:00,1420.688579864502,1421.5704473876954,1404.8149644470216,1410.988037109375,1648413,0.0,0.0
2020-10-12 00:00:00+03:00,1403.0513327570245,1425.0980224609375,1388.9414513465201,1425.0980224609375,3407695,0.0,0.0
2020-10-13 00:00:00+03:00,1421.5705066542798,1433.916652493709,1412.7518310546875,1412.7518310546875,3456704,0.0,0.0
2020-10-14 00:00:00+03:00,1416.2792976225219,1450.672132371761,1416.2792976225219,1440.0897216796875,3784017,0.0,0.0
2020-10-15 00:00:00+03:00,1429.5074053243625,1448.0266252576207,1425.9799348608847,1437.4442138671875,4250174,0.0,0.0
2020-10-18 00:00:00+03:00,1440.9716973487366,1453.3178440824468,1440.9716973487366,1450.6722412109375,1149867,0.0,0.0
2020-10-19 00:00:00+03:00,1461.2545287482376,1467.4276015914709,1422.4523565907707,1426.8616943359375,3988062,0.0,0.0
2020-10-20 00:00:00+03:00,1426.8616525268556,1426.8616525268556,1399.5237593078614,1410.988037109375,6192704,0.0,0.0
2020-10-21 00:00:00+03:00,1418.043036414443,1422.452374214239,1388.941406935788,1412.7518310546875,3163085,0.0,0.0
2020-10-22 00:00:00+03:00,1402.1693817250457,1451.553963722909,1402.1693817250457,1444.4990234375,4752631,0.0,0.0
2020-10-25 00:00:00+03:00,1458.608795238504,1503.584036204141,1457.7269277685896,1485.0648193359375,3590989,0.0,0.0
2020-10-26 00:00:00+02:00,1470.0733419763035,1485.0650917145142,1463.9002685546875,1463.9002685546875,4198384,0.0,0.0
2020-10-27 00:00:00+02:00,1468.309414801327,1478.8918249980934,1440.971521793014,1445.380859375,2952632,0.0,0.0
2020-10-28 00:00:00+02:00,1437.444435172846,1440.971906179405,1390.7054443359375,1390.7054443359375,4101222,0.0,0.0
2020-10-29 00:00:00+02:00,1403.9332315450852,1430.3892597777187,1385.4140117822417,1424.2161865234375,6412167,0.0,0.0
2020-11-01 00:00:00+02:00,1424.216034808539,1449.7901927091257,1400.405611935579,1448.9083251953125,2256394,0.0,0.0
2020-11-02 00:00:00+02:00,1448.0264028317329,1454.1994751945965,1428.625318262733,1443.6170654296875,4396899,0.0,0.0
2020-11-03 00:00:00+02:00,1443.617134563598,1478.8918354692448,1443.617134563598,1462.1363525390625,4361164,0.0,0.0
2020-11-04 00:00:00+02:00,1448.9083270958083,1481.5374251497005,1448.0264595808383,1472.71875,3146784,0.0,0.0
2020-11-05 00:00:00+02:00,1489.4743064061804,1499.1748495503296,1479.7737632620313,1487.7105712890625,5748605,0.0,0.0
2020-11-08 00:00:00+02:00,1490.3561002994013,1496.5291729041917,1463.9000748502995,1472.71875,1939918,0.0,0.0
2020-11-09 00:00:00+02:00,1481.537539017393,1571.488032457735,1465.6639225279212,1527.3946533203125,10497211,0.0,0.0
2020-11-10 00:00:00+02:00,1525.630887118253,1582.9522788307884,1515.9303439053624,1552.0869140625,9053415,0.0,0.0
2020-11-11 00:00:00+02:00,1559.1419044623942,1581.1885942879371,1553.850698904264,1560.9056396484375,5101781,0.0,0.0
2020-11-12 00:00:00+02:00,1545.0321333143445,1564.4332217463739,1523.8673095703125,1523.8673095703125,4892711,0.0,0.0
2020-11-15 00:00:00+02:00,1532.6859077725321,1560.9056713218538,1532.6859077725321,1560.0238037109375,2606100,0.0,0.0
2020-11-16 00:00:00+02:00,1571.4878876607293,1606.762587720454,1553.850537630867,1568.84228515625,6170437,0.0,0.0
2020-11-17 00:00:00+02:00,1591.7710323757597,1612.053987358941,1572.3699450005427,1587.3616943359375,5649023,0.0,0.0
2020-11-18 00:00:00+02:00,1594.416492538576,1628.809326171875,1589.1252873642225,1628.809326171875,4451777,0.0,0.0
2020-11-19 00:00:00+02:00,1629.6913200827207,1653.5017452137993,1614.6995709261155,1649.0924072265625,5951282,0.0,0.0
2020-11-22 00:00:00+02:00,1649.092080240798,1655.2651521989187,1631.4547317890247,1641.1552734375,1628192,0.0,0.0
2020-11-23 00:00:00+02:00,1653.5016242365618,1676.430180092642,1653.5016242365618,1672.9027099609375,4322422,0.0,0.0
2020-11-24 00:00:00+02:00,1686.1307481526112,1733.751595642277,1685.2488806065062,1726.6966552734375,5923951,0.0,0.0
2020-11-25 00:00:00+02:00,1742.5703761997624,1743.452243799054,1702.0044666323593,1716.9962158203125,5225025,0.0,0.0
2020-11-26 00:00:00+02:00,1806.0647959183673,1806.0647959183673,1709.9412301199777,1728.46044921875,13523348,0.0,0.0
2020-11-29 00:00:00+02:00,1730.2241422568538,1731.987877366188,1683.4851618594976,1688.7763671875,2547962,0.0,0.0
2020-11-30 00:00:00+02:00,1667.611392248049,1680.8394043494347,1638.509765625,1638.509765625,9754860,0.0,0.0
2020-12-01 00:00:00+02:00,1652.61991402061,1652.61991402061,1632.3369588325234,1644.68310546875,4601126,0.0,0.0
2020-12-02 00:00:00+02:00,1630.5730526659368,1643.801065532345,1613.8175697018194,1635.8642578125,3731865,0.0,0.0
2020-12-03 00:00:00+02:00,1635.8643217695521,1664.9659512134308,1635.8643217695521,1657.9110107421875,5432484,0.0,0.0
2020-12-06 00:00:00+02:00,1679.9578084543139,1699.3588960060172,1679.9578084543139,1692.303955078125,1884223,0.0,0.0
2020-12-07 00:00:00+02:00,1682.603384380301,1692.303928000942,1664.9660323427715,1689.6583251953125,2972294,0.0,0.0
2020-12-08 00:00:00+02:00,1683.4851089981962,1712.5867373884219,1680.8395064172666,1707.2955322265625,3017869,0.0,0.0
2020-12-09 00:00:00+02:00,1718.7597549359416,1724.9328274267325,1702.0042724609375,1702.0042724609375,3396885,0.0,0.0
2020-12-10 00:00:00+02:00,1693.1857951621203,1714.350617601647,1683.485251544004,1713.46875,4206782,0.0,0.0
2020-12-13 00:00:00+02:00,1710.822906339229,1737.2789306640625,1710.822906339229,1737.2789306640625,1275034,0.0,0.0
2020-12-14 00:00:00+02:00,1731.106051947146,1737.27912498007,1716.1143031529018,1728.46044921875,4834489,0.0,0.0
2020-12-15 00:00:00+02:00,1722.2873759341253,1725.8148462381378,1695.8313486540312,1704.6500244140625,3350355,0.0,0.0
2020-12-16 00:00:00+02:00,1716.1142470189145,1719.6417172080592,1675.54833984375,1675.54833984375,3169544,0.0,0.0
2020-12-17 00:00:00+02:00,1675.5484796081894,1687.0127586791928,1664.9660681580324,1685.2490234375,6267491,0.0,0.0
2020-12-20 00:00:00+02:00,1687.0125992200942,1689.6582018325669,1634.1005469706402,1665.8477783203125,2434522,0.0,0.0
2020-12-21 00:00:00+02:00,1649.0922821985992,1652.6197523209491,1601.471435546875,1601.471435546875,6792134,0.0,0.0
2020-12-22 00:00:00+02:00,1607.6446487101036,1629.691338900862,1603.235310671952,1611.172119140625,4273636,0.0,0.0
2020-12-23 00:00:00+02:00,1611.1718002725463,1633.2184861000305,1606.7624631070496,1623.5179443359375,2300641,0.0,0.0
2020-12-24 00:00:00+02:00,1641.1552734375,1644.6827431278546,1624.3997924083155,1641.1552734375,10322454,0.0,0.0
2020-12-27 00:00:00+02:00,1649.0924114180946,1678.1940422078258,1649.0924114180946,1669.3753662109375,1807802,0.0,0.0
2020-12-28 00:00:00+02:00,1679.9576775801809,1686.1307504111842,1662.3203266344572,1675.54833984375,4323073,0.0,0.0
2020-12-29 00:00:00+02:00,1676.4302073910362,1685.248882863898,1670.257134560033,1675.54833984375,2507670,0.0,0.0
2020-12-30 00:00:00+02:00,1672.9028544706457,1688.7764714345212,1672.9028544706457,1679.075927734375,5669820,0.0,0.0
2020-12-31 00:00:00+02:00,1674.6665445963542,1681.7214852792245,1666.729736328125,1666.729736328125,3378268,0.0,0.0
2021-01-03 00:00:00+02:00,1671.1391192524375,1682.603398170792,1667.6116488160205,1679.075927734375,2906961,0.0,0.0
2021-01-04 00:00:00+02:00,1675.5483759172987,1679.9577137486601,1667.6115678208484,1671.1390380859375,2933641,0.0,0.0
2021-01-05 00:00:00+02:00,1657.9109802885876,1685.2488741124953,1643.8010996052806,1682.603271484375,4818161,0.0,0.0
2021-01-06 00:00:00+02:00,1676.430243483571,1681.7214488812047,1657.9110245918534,1671.1390380859375,4306317,0.0,0.0
2021-01-07 00:00:00+02:00,1687.8945141589086,1730.2241571472198,1687.8945141589086,1725.8148193359375,16451910,0.0,0.0
2021-01-10 00:00:00+02:00,1747.8616438346126,1779.6088785359477,1747.8616438346126,1762.8533935546875,4130516,0.0,0.0
2021-01-11 00:00:00+02:00,1754.0347852003497,1762.8534618479132,1744.33424088803,1757.562255859375,4266242,0.0,0.0
2021-01-12 00:00:00+02:00,1764.6169801675267,1799.0098148634454,1764.6169801675267,1784.01806640625,6297931,0.0,0.0
2021-01-13 00:00:00+02:00,1785.7816759287882,1838.6937255859375,1739.0426987316396,1838.6937255859375,8347862,0.0,0.0
2021-01-14 00:00:00+02:00,1831.63897479022,1843.985120985243,1814.8834906684028,1833.4027099609375,4966187,0.0,0.0
2021-01-17 00:00:00+02:00,1804.30110665203,1821.0565910246542,1799.0099010606752,1812.2379150390625,1934468,0.0,0.0
2021-01-18 00:00:00+02:00,1799.0097853630293,1832.520751953125,1797.2460502793401,1832.520751953125,3729151,0.0,0.0
2021-01-19 00:00:00+02:00,1847.5125958327449,1863.3862124079187,1831.638979257571,1853.6856689453125,6056812,0.0,0.0
2021-01-20 00:00:00+02:00,1857.213300942475,1879.2599925491045,1853.6858302854143,1869.5594482421875,4341311,0.0,0.0
2021-01-21 00:00:00+02:00,1873.9688282383386,1878.3781666577229,1851.0402684575402,1861.6226806640625,5229240,0.0,0.0
2021-01-24 00:00:00+02:00,1843.985111925667,1852.8037877359284,1836.9301712774577,1840.4576416015625,1919210,0.0,0.0
2021-01-25 00:00:00+02:00,1838.693906321109,1849.2763172927412,1807.8285409871814,1816.647216796875,4451470,0.0,0.0
2021-01-26 00:00:00+02:00,1805.1828254565858,1825.4657785516035,1797.2460177237526,1809.5921630859375,4074221,0.0,0.0
2021-01-27 00:00:00+02:00,1799.0098651774879,1850.1581848737105,1798.1279975965185,1816.647216796875,5502739,0.0,0.0
2021-01-28 00:00:00+02:00,1780.49047672923,1807.828369140625,1773.435536752096,1807.828369140625,9617879,0.0,0.0
2021-01-31 00:00:00+02:00,1773.435628637937,1787.545509323271,1771.6718935522701,1781.3724365234375,1466686,0.0,0.0
2021-02-01 00:00:00+02:00,1806.0646887159533,1814.883363953824,1795.4822784305081,1813.11962890625,3516004,0.0,0.0
2021-02-02 00:00:00+02:00,1821.0566500013292,1828.1115910182837,1788.4275477979156,1814.001708984375,2864580,0.0,0.0
2021-02-03 00:00:00+02:00,1821.9385176284486,1822.8203852555678,1799.0099593233472,1814.001708984375,2843533,0.0,0.0
2021-02-04 00:00:00+02:00,1814.0014265730574,1816.6470290425368,1794.600341796875,1794.600341796875,6180179,0.0,0.0
2021-02-07 00:00:00+02:00,1814.8834679190863,1823.7021436621333,1793.7186461357733,1803.419189453125,1142907,0.0,0.0
2021-02-08 00:00:00+02:00,1800.7735815368499,1800.7735815368499,1759.3258056640625,1759.3258056640625,5447187,0.0,0.0
2021-02-09 00:00:00+02:00,1763.7349579056083,1771.6717652161835,1749.6250782423635,1761.08935546875,2639849,0.0,0.0
2021-02-10 00:00:00+02:00,1770.7901249301417,1781.372536035302,1755.798375864498,1775.199462890625,3111563,0.0,0.0
2021-02-11 00:00:00+02:00,1775.1993116416295,1778.7267817094719,1748.7432861328125,1748.7432861328125,2392613,0.0,0.0
2021-02-14 00:00:00+02:00,1754.9164178113192,1761.0894906377912,1748.7433449848472,1750.507080078125,1258802,0.0,0.0
2021-02-15 00:00:00+02:00,1750.5071481084565,1816.647216676786,1746.0978102039012,1792.8367919921875,4210903,0.0,0.0
2021-02-16 00:00:00+02:00,1806.0648375984251,1807.8285727913924,1786.6637504757857,1791.9549560546875,2730271,0.0,0.0
2021-02-17 00:00:00+02:00,1792.836598579754,1809.5920808094713,1788.4272611508811,1801.6552734375,2348009,0.0,0.0
2021-02-18 00:00:00+02:00,1790.1912208617202,1812.2379107738104,1790.1912208617202,1791.9549560546875,1724321,0.0,0.0
2021-02-21 00:00:00+02:00,1799.0097006150506,1828.111328125,1790.1910256120357,1828.111328125,1140662,0.0,0.0
2021-02-22 00:00:00+02:00,1817.529066138875,1821.9384039994738,1799.8917146964793,1806.9466552734375,1756447,0.0,0.0
2021-02-23 00:00:00+02:00,1817.5291721945316,1824.5841131831567,1768.1445852741563,1773.435791015625,3424714,0.0,0.0
2021-02-24 00:00:00+02:00,1780.4905416992672,1796.3641572270467,1758.44385346624,1778.726806640625,5087281,0.0,0.0
2021-02-25 00:00:00+02:00,1785.7816162109375,1799.0096281828703,1772.5536042390047,1785.7816162109375,7807664,0.0,0.0
2021-02-28 00:00:00+02:00,1752.270980789772,1794.6006270292833,1752.270980789772,1786.663818359375,1925207,0.0,0.0
2021-03-01 00:00:00+02:00,1794.6004866432838,1806.946632497341,1791.0730163992675,1800.7735595703125,3139626,0.0,0.0
2021-03-02 00:00:00+02:00,1807.8286425363322,1855.4494945836307,1794.6006280787492,1854.567626953125,4134407,0.0,0.0
2021-03-03 00:00:00+02:00,1868.6772776775704,1878.377820412093,1851.921794772486,1867.79541015625,3278007,0.0,0.0
2021-03-04 00:00:00+02:00,1866.0315942979926,1911.0068359375,1857.2129194667168,1911.0068359375,11931209,0.0,0.0
2021-03-07 00:00:00+02:00,1939.2270311618229,1954.2187817437923,1912.771000723053,1953.3369140625,4483580,0.0,0.0
2021-03-08 00:00:00+02:00,1933.9356418557363,1938.3449798444635,1892.4878647617008,1931.2900390625,455649,0.0,0.0
2021-03-09 00:00:00+02:00,1948.927440851385,1951.573043712269,1924.235147483132,1940.1087646484375,2840279,0.0,0.0
2021-03-10 00:00:00+02:00,1940.1085547415532,1964.8008454382639,1911.8887939453125,1911.8887939453125,4034813,0.0,0.0
2021-03-11 00:00:00+02:00,1922.4714261740173,1940.1087787077238,1915.4164851605346,1929.5263671875,4175187,0.0,0.0
2021-03-14 00:00:00+02:00,1931.290180448446,1941.8725923961088,1916.2984301892573,1917.1802978515625,873966,0.0,0.0
2021-03-15 00:00:00+02:00,1911.888874909157,1918.0619478447493,1896.0152587890625,1896.0152587890625,2111369,0.0,0.0
2021-03-16 00:00:00+02:00,1899.542724609375,1908.3614002110899,1896.015254368689,1899.542724609375,1796737,0.0,0.0
2021-03-17 00:00:00+02:00,1902.1883634671103,1908.361436505715,1883.669144351297,1895.1334228515625,1976708,0.0,0.0
2021-03-18 00:00:00+02:00,1896.015422024609,1903.9522307679679,1880.1418045378912,1888.07861328125,2525068,0.0,0.0
2021-03-21 00:00:00+02:00,1887.1963049231438,1900.42431640625,1877.495763168866,1900.42431640625,1098312,0.0,0.0
2021-03-22 00:00:00+02:00,1889.8419619325905,1911.8886483760411,1885.4326246439002,1905.715576171875,2774699,0.0,0.0
2021-03-24 00:00:00+02:00,1904.8342403017243,1925.1171974901222,1895.133695559447,1918.062255859375,3262020,0.0,0.0
2021-03-25 00:00:00+02:00,1908.3614141201303,1935.6993086846978,1908.3614141201303,1912.770751953125,7513882,0.0,0.0
2021-03-29 00:00:00+03:00,1945.399532266332,1951.5726042182198,1929.5259186757635,1948.927001953125,2378003,0.0,0.0
2021-03-30 00:00:00+03:00,1948.9274502496648,1957.7461264951385,1933.0538330078125,1933.0538330078125,187694,0.0,0.0
2021-03-31 00:00:00+03:00,1935.6994265469637,1947.1637056107954,1925.9988827237216,1940.1087646484375,2345333,0.0,0.0
2021-04-01 00:00:00+03:00,1942.7543175008634,1957.7460666599713,1940.1087147080796,1955.1004638671875,1837682,0.0,0.0
2021-04-04 00:00:00+03:00,1955.1004638671875,1955.1004638671875,1955.1004638671875,1955.1004638671875,0,0.0,0.0
2021-04-05 00:00:00+03:00,1967.4463795761055,2001.8392118501836,1967.4463795761055,1968.3282470703125,9566863,0.0,0.0
2021-04-06 00:00:00+03:00,1983.3200956246355,1987.7294333205552,1970.092082536877,1985.9656982421875,2131316,0.0,0.0
2021-04-07 00:00:00+03:00,1978.9106512082321,2009.7760134151342,1978.0287837166065,1999.193603515625,2656118,0.0,0.0
2021-04-08 00:00:00+03:00,2001.8392126091703,2023.004032478166,2001.8392126091703,2019.4765625,2544630,0.0,0.0
2021-04-11 00:00:00+03:00,2020.3590726225434,2038.8782958984375,2020.3590726225434,2038.8782958984375,1070916,0.0,0.0
2021-04-12 00:00:00+03:00,2028.2952374454148,2039.7595148744542,2010.6578875545852,2019.4765625,4150790,0.0,0.0
2021-04-13 00:00:00+03:00,2010.6582569512796,2031.8230807086613,1996.5483744463581,2015.949462890625,2714317,0.0,0.0
